Neoplasm by Morphology
		Cystic partially differentiated nephroblastoma (8959/1)
		Malignant cystic nephroma (8959/3)
		Mesoblastic nephroma (8960/1)
		Nephroblastoma, NOS (8960/3)
		Malignant rhabdoid tumor (8963/3)
		Clear cell sarcoma of kidney (8964/3)
		Nephrogenic adenofibroma (8965/0)
		Renomedullary interstitial cell tumor (8966/0)
		Ossifying renal tumor (8967/0)
		Hepatoblastoma (8970/3)
		Pancreatoblastoma (8971/3)
		Pulmonary blastoma (8972/3)
		Pleuropulmonary blastoma (8973/3)
		Sialoblastoma (8974/1)
		Calcifying nested epithelial stromal tumor (C22.0) (8975/1)
		Carcinosarcoma, NOS (8980/3)
		Carcinosarcoma, embryonal (8981/3)
		Myoepithelioma (8982/0)
		Malignant myoepithelioma (8982/3)
		Adenomyoepithelioma (8983/0)
		Mesenchymoma, benign (8990/0)
		Mesenchymoma, NOS (8990/1)
		Mesenchymoma, malignant (8990/3)
		Embryonal sarcoma (8991/3)
	Fibroepithelial neoplasms (900-903)
		Brenner tumor, NOS (9000/0)
		Brenner tumor, borderline malignancy (9000/1)
		Brenner tumor, malignant (9000/3)
		Fibroadenoma, NOS (9010/0)
		Intracanalicular fibroadenoma (9011/0)
		Pericanalicular fibroadenoma (9012/0)
		Adenofibroma, NOS (9013/0)
		Serous adenofibroma, NOS (9014/0)
		Serous adenofibroma of borderline malignancy (9014/1)
		Serous adenocarcinofibroma (9014/3)
		Mucinous adenofibroma, NOS (9015/0)
		Mucinous adenofibroma of borderline malignancy (9015/1)
		Mucinous adenocarcinofibroma (9015/3)
		Giant fibroadenoma (9016/0)
		Phyllodes tumor, benign (9020/0)
		Phyllodes tumor, borderline (9020/1)
		Phyllodes tumor, malignant (9020/3)
		Juvenile fibroadenoma (9030/0)
	Synovial-like neoplasms (904)
		Synovioma, benign (9040/0)
		Synovial sarcoma, NOS (9040/3)
		Synovial sarcoma, spindle cell (9041/3)
		Synovial sarcoma, epithelioid cell (9042/3)
		Synovial sarcoma, biphasic (9043/3)
		Clear cell sarcoma, NOS (9044/3)
	Mesothelial neoplasms (905)
		Mesothelioma, benign (9050/0)
		Mesothelioma, malignant (9050/3)
		Fibrous mesothelioma, benign (9051/0)
		Fibrous mesothelioma, malignant (9051/3)
		Epithelioid mesothelioma, benign (9052/0)
		Epithelioid mesothelioma, malignant (9052/3)
		Mesothelioma, biphasic, malignant (9053/3)
		Adenomatoid tumor, NOS (9054/0)
		Multicystic mesothelioma, benign (9055/0)
		Cystic mesothelioma, NOS (9055/1)
	Germ cell neoplasms (906-909)
		Dysgerminoma (9060/3)
		Seminoma, NOS (9061/3)
		Seminoma, anaplastic (9062/3)
		Spermatocytic seminoma (9063/3)
		Intratubular malignant germ cells (9064/2)
		Germinoma (9064/3)
		Germ cell tumor, nonseminomatous (9065/3)
		Embryonal carcinoma, NOS (9070/3)
		Yolk sac tumor (9071/3)
		Polyembryoma (9072/3)
		Gonadoblastoma (9073/1)
		Teratoma, benign (9080/0)
		Teratoma, NOS (9080/1)
		Teratoma, malignant, NOS (9080/3)
		Teratocarcinoma (9081/3)
		Malignant teratoma, undifferentiated (9082/3)
		Malignant teratoma, intermediate (9083/3)
		Dermoid cyst, NOS (9084/0)
		Teratoma with malignant transformation (9084/3)
		Mixed germ cell tumor (9085/3)
		Struma ovarii, NOS (9090/0)
		Struma ovarii, malignant (9090/3)
		Strumal carcinoid (9091/1)
	Trophoblastic neoplasms (910)
		Hydatidiform mole, NOS (9100/0)
		Invasive hydatidiform mole (9100/1)
		Choriocarcinoma, NOS (9100/3)
		Choriocarcinoma combined with other germ cell elements (9101/3)
		Malignant teratoma, trophoblastic (9102/3)
		Partial hydatidiform mole (9103/0)
		Placental site trophoblastic tumor (9104/1)
		Trophoblastic tumor, epithelioid (9105/3)
	Mesonephromas (911)
		Mesonephroma, benign (9110/0)
		Mesonephric tumor, NOS (9110/1)
		Mesonephroma, malignant (9110/3)
	Blood vessel tumors (912-916)
		Hemangioma, NOS (9120/0)
		Hemangiosarcoma (9120/3)
		Cavernous hemangioma (9121/0)
		Venous hemangioma (9122/0)
		Racemose hemangioma (9123/0)
		Kupffer cell sarcoma (9124/3)
		Epithelioid hemangioma (9125/0)
		Hemangioendothelioma, benign (9130/0)
		Hemangioendothelioma, NOS (9130/1)
		Hemangioendothelioma, malignant (9130/3)
		Capillary hemangioma (9131/0)
		Intramuscular hemangioma (9132/0)
		Epithelioid hemangioendothelioma, NOS (9133/1)
		Epithelioid hemangioendothelioma, malignant (9133/3)
		Endovascular papillary angioendothelioma (9135/1)
		Spindle cell hemangioendothelioma (9136/1)
		Kaposi sarcoma (9140/3)
		Angiokeratoma (9141/0)
		Verrucous keratotic hemangioma (9142/0)
		Hemangiopericytoma, benign (9150/0)
		Hemangiopericytoma, NOS (9150/1)
		Hemangiopericytoma, malignant (9150/3)
		Angiofibroma, NOS (9160/0)
		Acquired tufted hemangioma (9161/0)
		Hemangioblastoma (9161/1)
	Lymphatic vessel tumors (917)
		Lymphangioma, NOS (9170/0)
		Lymphangiosarcoma (9170/3)
		Capillary lymphangioma (9171/0)
		Cavernous lymphangioma (9172/0)
		Cystic lymphangioma (9173/0)
		Lymphangiomyoma (9174/0)
		Lymphangiomyomatosis (9174/1)
		Hemolymphangioma (9175/0)
	Osseous and chondromatous neoplasms (918-924)
		Osteoma, NOS (9180/0)
		Osteosarcoma, NOS (9180/3)
		Chondroblastic osteosarcoma (9181/3)
		Fibroblastic osteosarcoma (9182/3)
		Telangiectatic osteosarcoma (9183/3)
		Osteosarcoma in Paget disease of bone (9184/3)
		Small cell osteosarcoma (9185/3)
		Central osteosarcoma (9186/3)
		Intraosseous well differentiated osteosarcoma (9187/3)
		Osteoid osteoma, NOS (9191/0)
		Parosteal osteosarcoma (9192/3)
		Periosteal osteosarcoma (9193/3)
		High grade surface osteosarcoma (9194/3)
		Intracortical osteosarcoma (9195/3)
		Osteoblastoma, NOS (9200/0)
		Aggressive osteoblastoma (9200/1)
		Osteochondroma (9210/0)
		Osteochondromatosis, NOS (9210/1)
		Chondroma, NOS (9220/0)
		Chondromatosis, NOS (9220/1)
		Chondrosarcoma, NOS (9220/3)
		Juxtacortical chondroma (9221/0)
		Juxtacortical chondrosarcoma (9221/3)
		Chondroblastoma, NOS (9230/0)
		Chondroblastoma, malignant (9230/3)
		Myxoid chondrosarcoma (9231/3)
		Mesenchymal chondrosarcoma (9240/3)
		Chondromyxoid fibroma (9241/0)
		Clear cell chondrosarcoma (9242/3)
		Dedifferentiated chondrosarcoma (9243/3)
	Giant cell tumors (925)
		Giant cell tumor of bone, NOS (9250/1)
		Giant cell tumor of bone, malignant (9250/3)
		Giant cell tumor of soft parts, NOS (9251/1)
		Malignant giant cell tumor of soft parts (9251/3)
		Tenosynovial giant cell tumor (9252/0)
		Malignant tenosynovial giant cell tumor (9252/3)
	Miscellaneous bone tumors (926)
		Ewing sarcoma (9260/3)
		Adamantinoma of long bones (9261/3)
		Ossifying fibroma (9262/0)
	Odontogenic tumors (927-934)
		Odontogenic tumor, benign (9270/0)
		Odontogenic tumor, NOS (9270/1)
		Odontogenic tumor, malignant (9270/3)
		Ameloblastic fibrodentinoma (9271/0)
		Cementoma, NOS (9272/0)
		Cementoblastoma, benign (9273/0)
		Cementifying fibroma (9274/0)
		Gigantiform cementoma (9275/0)
		Odontoma, NOS (9280/0)
		Compound odontoma (9281/0)
		Complex odontoma (9282/0)
		Ameloblastic fibro-odontoma (9290/0)
		Ameloblastic odontosarcoma (9290/3)
		Adenomatoid odontogenic tumor (9300/0)
		Calcifying odontogenic cyst (9301/0)
		Odontogenic ghost cell tumor (9302/0)
		Ameloblastoma, NOS (9310/0)
		Ameloblastoma, malignant (9310/3)
		Odontoameloblastoma (9311/0)
		Squamous odontogenic tumor (9312/0)
		Odontogenic myxoma (9320/0)
		Central odontogenic fibroma (9321/0)
		Peripheral odontogenic fibroma (9322/0)
		Ameloblastic fibroma (9330/0)
		Ameloblastic fibrosarcoma (9330/3)
		Calcifying epithelial odontogenic tumor (9340/0)
		Clear cell odontogenic tumor (9341/1)
		Odontogenic carcinosarcoma (9342/3)
	Miscellaneous tumors (935-937)
		Craniopharyngioma (9350/1)
		Craniopharyngioma, adamantinomatous (9351/1)
		Craniopharyngioma, papillary (9352/1)
		Pinealoma (9360/1)
		Pineocytoma (9361/1)
		Pineoblastoma (9362/3)
		Melanotic neuroectodermal tumor (9363/0)
		Peripheral neuroectodermal tumor (9364/3)
		Askin tumor (9365/3)
		Chordoma, NOS (9370/3)
		Chondroid chordoma (9371/3)
		Dedifferentiated chordoma (9372/3)
		Parachordoma (9373/0)
	Gliomas (938-948)
		Glioma, malignant (9380/3)
		Gliomatosis cerebri (9381/3)
		Mixed glioma (9382/3)
		Subependymoma (9383/1)
		Subependymal giant cell astrocytoma (9384/1)
		Choroid plexus papilloma, NOS (9390/0)
		Atypical choroid plexus papilloma (9390/1)
		Choroid plexus carcinoma (9390/3)
		Ependymoma, NOS (9391/3)
		Ependymoma, anaplastic (9392/3)
		Papillary ependymoma (9393/3)
		Myxopapillary ependymoma (9394/1)
		Papillary tumor of the pineal region (9395/3)
		Astrocytoma, NOS (9400/3)
		Astrocytoma, anaplastic (9401/3)
		Protoplasmic astrocytoma (9410/3)
		Gemistocytic astrocytoma (9411/3)
		Desmoplastic infantile astrocytoma (9412/1)
		Dysembryoplastic neuroepithelial tumor (9413/0)
		Fibrillary astrocytoma (9420/3)
		Pilocytic astrocytoma (9421/1)
		Polar spongioblastoma (9423/3)
		Pleomorphic xanthoastrocytoma (9424/3)
		Pilomyxoid astrocytoma (9425/3)
		Astroblastoma (9430/3)
		Angiocentric glioma (9431/1)
		Pituicytoma (9432/1)
		Glioblastoma, NOS (9440/3)
		Giant cell glioblastoma (9441/3)
		Gliofibroma (9442/1)
		Gliosarcoma (9442/3)
		Chordoid glioma (9444/1)
		Oligodendroglioma, NOS (9450/3)
		Oligodendroglioma, anaplastic (9451/3)
		Oligodendroblastoma (9460/3)
		Medulloblastoma, NOS (9470/3)
		Desmoplastic nodular medulloblastoma (9471/3)
		Medullomyoblastoma (9472/3)
		Primitive neuroectodermal tumor, NOS (9473/3)
		Large cell medulloblastoma (9474/3)
		Cerebellar sarcoma, NOS (9480/3)
	Neuroepitheliomatous neoplasms (949-952)
		Ganglioneuroma (9490/0)
		Ganglioneuroblastoma (9490/3)
		Ganglioneuromatosis (9491/0)
		Gangliocytoma (9492/0)
		Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos) (9493/0)
		Neuroblastoma, NOS (9500/3)
		Medulloepithelioma, benign (9501/0)
		Medulloepithelioma, NOS (9501/3)
		Teratoid medulloepithelioma, benign (9502/0)
		Teratoid medulloepithelioma (9502/3)
		Neuroepithelioma, NOS (9503/3)
		Spongioneuroblastoma (9504/3)
		Ganglioglioma, NOS (9505/1)
		Ganglioglioma, anaplastic (9505/3)
		Central neurocytoma (9506/1)
		Pacinian tumor (9507/0)
		Atypical teratoid/rhabdoid tumor (9508/3)
		Papillary glioneuronal tumor (9509/1)
		Retinocytoma (9510/0)
		Retinoblastoma, NOS (9510/3)
		Retinoblastoma, differentiated (9511/3)
		Retinoblastoma, undifferentiated (9512/3)
		Retinoblastoma, diffuse (9513/3)
		Retinoblastoma, spontaneously regressed (9514/1)
		Olfactory neurogenic tumor (9520/3)
		Olfactory neurocytoma (9521/3)
		Olfactory neuroblastoma (9522/3)
		Olfactory neuroepithelioma (9523/3)
	Meningiomas (953)
		Meningioma, NOS (9530/0)
		Meningiomatosis, NOS (9530/1)
		Meningioma, malignant (9530/3)
		Meningothelial meningioma (9531/0)
		Fibrous meningioma (9532/0)
		Psammomatous meningioma (9533/0)
		Angiomatous meningioma (9534/0)
		Hemangioblastic meningioma (9535/0)
		Transitional meningioma (9537/0)
		Clear cell meningioma (9538/1)
		Papillary meningioma (9538/3)
		Atypical meningioma (9539/1)
		Meningeal sarcomatosis (9539/3)
	Nerve sheath tumors (954-957)
		Neurofibroma, NOS (9540/0)
		Neurofibromatosis, NOS (9540/1)
		Malignant peripheral nerve sheath tumor (9540/3)
		Melanotic neurofibroma (9541/0)
		Plexiform neurofibroma (9550/0)
		Neurilemoma, NOS (9560/0)
		Neurinomatosis (9560/1)
		Neurilemoma, malignant (9560/3)
		Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation (9561/3)
		Neurothekeoma (9562/0)
		Neuroma, NOS (9570/0)
		Perineurioma, NOS (9571/0)
		Perineurioma, malignant (9571/3)
	Granular cell tumors and alveolar soft part sarcomas (958)
		Granular cell tumor, NOS (9580/0)
		Granular cell tumor, malignant (9580/3)
		Alveolar soft part sarcoma (9581/3)
		Granular cell tumor of the sellar region (9582/0)
	Hodgkin and non- Hodgkin lymphomas (959-972)
		Malignant lymphomas, NOS or diffuse (959)
			Malignant lymphoma, NOS (9590/3)
			Malignant lymphoma, non-Hodgkin, NOS (9591/3)
			Composite Hodgkin and non-Hodgkin lymphoma (9596/3)
			Primary cutaneous follicle centre lymphoma (9597/3)
		Hodgkin lymphoma (965-966)
			Hodgkin lymphoma, NOS (9650/3)
			Hodgkin lymphoma, lymphocyte-rich (9651/3)
			Hodgkin lymphoma, mixed cellularity, NOS (9652/3)
			Hodgkin lymphoma, lymphocyte depletion, NOS (9653/3)
			Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis (9654/3)
			Hodgkin lymphoma, lymphocyte depletion, reticular (9655/3)
			Hodgkin lymphoma, nodular lymphocyte predominance (9659/3)
			Hodgkin granuloma (9661/3)
			Hodgkin sarcoma (9662/3)
			Hodgkin lymphoma, nodular sclerosis, NOS (9663/3)
			Hodgkin lymphoma, nodular sclerosis, cellular phase (9664/3)
			Hodgkin lymphoma, nodular sclerosis,  grade 1 (9665/3)
			Hodgkin lymphoma, nodular sclerosis,  grade 2 (9667/3)
		Non-hodgkin lymphomas (967-972)
			Mature B-cell lymphomas (967-969)
				Malignant lymphoma, small B lymphocytic, NOS (9670/3)
				Malignant lymphoma, lymphoplasmacytic (9671/3)
				Mantle cell lymphoma (9673/3)
				Malignant lymphoma, mixed small and large cell, diffuse (9675/3)
				Primary effusion lymphoma (9678/3)
				Mediastinal large B-cell lymphoma (9679/3)
				Malignant lymphoma, large B-cell, diffuse, NOS (9680/3)
				Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS (9684/3)
				Burkitt lymphoma, NOS (9687/3)
				T-cell/histiocyte rich large B-cell lymphoma (9688/3)
				Splenic marginal zone B-cell lymphoma (9689/3)
				Follicular lymphoma, NOS (9690/3)
				Follicular lymphoma, grade 2 (9691/3)
				Follicular lymphoma, grade 1 (9695/3)
				Follicular lymphoma, grade 3 (9698/3)
				Marginal zone B-cell lymphoma, NOS (9699/3)
			Mature T- and NK-cell lymphomas (970-971)
				Mycosis fungoides (9700/3)
				Sezary syndrome (9701/3)
				Mature T-cell lymphoma, NOS (9702/3)
				Angioimmunoblastic T-cell lymphoma (9705/3)
				Subcutaneous panniculitis-like T-cell lymphoma (9708/3)
				Cutaneous T-cell lymphoma, NOS (9709/3)
				Intravascular large B-cell lymphoma (C49.9) (9712/3)
				Anaplastic large cell lymphoma, T cell and Null cell type (9714/3)
				Hepatosplenic T-cell lymphoma (9716/3)
				Hepatosplenic  (gamma-delta) cell lymphoma (9716/3)
				Intestinal T-cell lymphoma (9717/3)
				Primary cutaneous CD30+ T-cell lymphoproliferative disorder (9718/3)
				NK/T-cell lymphoma, nasal and nasal-type (9719/3)
			Precursor cell lymphoblastic lymphoma (972)
				Systemic EBV positive T-cell lymphoproliferative disease of childhood (9724/3)
				Hydroa vacciniforme-like lymphoma (9725/3)
				Primary cutaneous gamma-delta T-cell lymphoma (9726/3)
				Precursor cell lymphoblastic lymphoma, NOS (9727/3)
				Precursor B-cell lymphoblastic lymphoma (9728/3)
				Precursor T-cell lymphoblastic lymphoma (9729/3)
	Plasma cell tumors (973)
		Plasmacytoma, NOS (9731/3)
		Multiple myeloma (9732/3)
		Plasma cell leukemia (9733/3)
		Plasmacytoma, extramedullary (not occurring in bone) (9734/3)
		Plasmablastic lymphoma (9735/3)
		ALK positive large B-cell lymphoma (9737/3)
		Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease (9738/3)
	Mast cell tumors (974)
		Mastocytoma, NOS (9740/1)
		Mast cell sarcoma (9740/3)
		Indolent systemic mastocytosis (9741/1)
		Malignant mastocytosis (9741/3)
		Mast cell leukemia (9742/3)
	Neoplasms of histiocytes and accessory lymphoid cells (975)
		Malignant histiocytosis (9750/3)
		Langerhans cell histiocytosis, NOS (9751/1)
		Langerhans cell histiocytosis, NOS (9751/3)
		Langerhans cell histiocytosis, unifocal (9752/1)
		Langerhans cell histiocytosis, multifocal (9753/1)
		Langerhans cell histiocytosis, disseminated (9754/3)
		Histiocytic sarcoma (9755/3)
		Langerhans cell sarcoma (9756/3)
		Interdigitating dendritic cell sarcoma (9757/3)
		Follicular dendritic cell sarcoma (9758/3)
		Fibroblastic reticular cell tumor (9759/3)
	Immunoproliferative diseases (976)
		Immunoproliferative disease, NOS (9760/3)
		Waldenstrom macroglobulinemia (9761/3)
		Heavy chain disease, NOS (9762/3)
		Immunoproliferative small intestinal  disease (9764/3)
		Monoclonal gammopathy of undetermined significance (9765/1)
		Angiocentric immunoproliferative lesion (9766/1)
		Angioimmunoblastic lymphadenopathy (AIC) (9767/1)
		T-gamma lymphoproliferative disease (9768/1)
		Immunoglobulin deposition disease (9769/1)
	Leukemias (980-994)
		Leukemias, NOS (980)
			Leukemia, NOS (9800/3)
			Acute leukemia, NOS (9801/3)
			Acute biphenotypic leukemia (9805/3)
			Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1 (9806/3)
			Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged (9807/3)
			Mixed phenotype acute leukemia, B/myeloid, NOS (9808/3)
			Mixed phenotype acute leukemia, T/myeloid, NOS (9809/3)
		Lymphoid leukemias (981-983)
			B lymphoblastic leukemia/lymphoma, NOS (9811/3)
			B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 (9812/3)
			B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged (9813/3)
			B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1) (9814/3)
			B lymphoblastic leukemia/lymphoma with hyperdiploidy (9815/3)
			B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL) (9816/3)
			B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH (9817/3)
			B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1) (9818/3)
			Lymphoid leukemia, NOS (9820/3)
			B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma (9823/3)
			Burkitt cell leukemia (9826/3)
			Adult T-cell leukemia/lymphoma (HTLV-1 positive) (9827/3)
			T-cell large granular lymphocytic leukemia (9831/1)
			T-cell large granular lymphocytic leukemia (9831/3)
			Prolymphocytic leukemia, NOS (9832/3)
			Prolymphocytic leukemia, B-cell type (9833/3)
			Prolymphocytic leukemia, T-cell type (9834/3)
			Precursor cell lymphoblastic leukemia, NOS (9835/3)
			Precursor B-cell lymphoblastic leukemia (9836/3)
			Precursor T-cell lymphoblastic leukemia (9837/3)
		Myeloid leukemias (984-993)
			Acute myeloid leukemia, M6 type (9840/3)
			Myeloid leukemia, NOS (9860/3)
			Acute myeloid leukemia, NOS (9861/3)
			Chronic myeloid leukemia, NOS (9863/3)
			Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214 (9865/3)
			Acute promyelocytic leukemia (9866/3)
			Acute myelomonocytic leukemia (9867/3)
			Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1 (9869/3)
			Acute basophilic leukemia (9870/3)
			Acute myeloid leukemia with abnormal marrow eosinophils (9871/3)
			Acute myeloid leukemia, minimal differentiation (9872/3)
			Acute myeloid leukemia without maturation (9873/3)
			Acute myeloid leukemia with maturation (9874/3)
			Chronic myelogenous leukemia, BCR/ABL  positive (9875/3)
			Atypical chronic myeloid leukemia, BCR/ABL negative (9876/3)
			Acute monocytic leukemia (9891/3)
			Acute myeloid leukemia with multilineage dysplasia (9895/3)
			Acute myeloid leukemia with myelodysplasia-related changes (9895/3)
			Acute myeloid leukemia, t(8 (9896/3)
			Acute myeloid leukemia, 11q23 abnormalities (9897/3)
			Transient abnormal myelopoiesis (9898/1)
			Myeloid leukemia associated with Down Syndrome (9898/3)
			Acute megakaryoblastic leukemia (9910/3)
			Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1 (9911/3)
			Therapy-related acute myeloid leukemia, NOS (9920/3)
			Therapy related myeloid neoplasm (9920/3)
			Myeloid sarcoma (9930/3)
			Acute panmyelosis with myelofibrosis (9931/3)
		Other leukemias (994)
			Hairy cell leukemia (9940/3)
			Chronic myelomonocytic leukemia, NOS (9945/3)
			Juvenile myelomonocytic leukemia (9946/3)
			Aggressive NK-cell leukemia (9948/3)
	Chronic myeloproliferative disorders (995-996)
		Polycythemia vera (9950/3)
		Chronic myeloproliferative disease, NOS (9960/3)
		Myeloproliferative neoplasm, NOS (9960/3)
		Myelosclerosis with myeloid metaplasia (9961/3)
		Essential thrombocythemia (9962/3)
		Chronic neutrophilic leukemia (9963/3)
		Hypereosinophilic syndrome (9964/3)
	Other hematologic disorders (997)
		Lymphoproliferative disorder, NOS (9970/1)
		Myeloproliferative disease, NOS (9975/1)
	Myelodysplastic syndromes (998-999)
		Refractory anemia (9980/3)
		Refractory anemia with sideroblasts (9982/3)
		Refractory anemia with excess blasts (9983/3)
		Refractory anemia with excess blasts in transformation (9984/3)
		Refractory cytopenia with multilineage dysplasia (9985/3)
		Myelodysplastic syndrome with 5q deletion (5q-) syndrome (9986/3)
		Therapy-related myelodysplastic syndrome, NOS (9987/3)
		Myelodysplastic syndrome, NOS (9989/3)
